AccusedMasterID,CaseMasterID,CrimeNo,AccusedName,AgeYear,GenderID,CrimeRegisteredDate,prior_case_count,prior_cases_last_90d,prior_cases_last_180d,days_since_prev_case,current_case_heinous,prior_heinous_count,prior_heinous_ratio,gravity_escalation_flag,mean_inter_case_days,cadence_acceleration,distinct_crime_heads,repeated_offence_type,mo_consistency_score,recurring_location_count,target_label,is_evaluable
61429,43717,100010144202500009,Mohammed Patil,,1.0,2025-12-14,92,4,7,23.0,0,14,0.1522,0,19.4,1.1858,12,1,0.0,85,-1,0
56564,40176,100040299202500001,Mohammed Patil,22.0,1.0,2025-12-17,93,5,8,3.0,0,14,0.1505,0,19.43,0.1544,12,1,1.0,86,-1,0
8760,5881,100040285202100010,Mohammed Poojari,22.0,1.0,2021-03-30,0,0,0,365.0,0,0,0.0,0,365.0,1.0,0,0,0.0,0,0,1
4995,3379,100010149202100005,Mohammed Poojari,,1.0,2021-05-10,1,1,1,41.0,0,0,0.0,0,41.0,1.0,1,0,0.0,1,0,1
1789,1264,400200608202100001,Mohammed Poojari,26.0,,2021-06-26,2,2,2,47.0,0,0,0.0,0,41.0,1.1463,2,0,0.0,2,1,1
7610,5128,100170576202100005,Mohammed Poojari,19.0,1.0,2021-07-22,3,2,3,26.0,0,0,0.0,0,44.0,0.5909,3,0,0.0,3,1,1
4961,3358,100050348202100005,Mohammed Poojari,29.0,1.0,2021-08-17,4,2,4,26.0,0,0,0.0,0,38.0,0.6842,4,0,0.0,4,1,1
3174,2151,100070401202100002,Mohammed Poojari,39.0,1.0,2021-08-26,5,3,5,9.0,0,0,0.0,0,35.0,0.2571,5,1,0.0,5,0,1
7160,4844,100030258202100005,Mohammed Poojari,26.0,1.0,2021-09-28,6,3,5,33.0,0,0,0.0,0,29.8,1.1074,5,1,0.0,6,0,1
5526,3768,100100463202100006,Mohammed Poojari,28.0,1.0,2021-11-08,7,3,5,41.0,0,0,0.0,0,30.33,1.3516,5,0,0.0,7,0,1
9911,6643,100010135202100004,Mohammed Poojari,25.0,1.0,2021-12-24,8,2,5,46.0,1,0,0.0,1,31.86,1.4439,6,1,0.0,8,1,1
15312,10516,100010086202200005,Mohammed Poojari,30.0,1.0,2022-01-13,9,2,6,20.0,0,1,0.1111,0,33.62,0.5948,6,1,0.0,9,1,1
23534,16276,100160558202200013,Mohammed Poojari,22.0,1.0,2022-02-06,10,3,6,24.0,0,1,0.1,0,32.11,0.7474,6,0,0.0,10,0,1
25523,17664,100040289202200008,Mohammed Poojari,27.0,1.0,2022-03-30,11,2,4,52.0,1,1,0.0909,1,31.3,1.6613,7,1,0.0,11,1,1
24515,16964,100290693202200012,Mohammed Poojari,29.0,,2022-04-15,12,2,5,16.0,0,2,0.1667,0,33.18,0.4822,7,1,0.0,12,1,1
20072,13792,100350731202200008,Mohammed Poojari,37.0,,2022-04-20,13,3,6,5.0,0,2,0.1538,0,31.75,0.1575,7,1,0.3333,13,0,1
18973,13032,100040313202200006,Mohammed Poojari,26.0,1.0,2022-08-03,14,0,4,105.0,0,2,0.1429,0,29.69,3.5363,7,1,0.0,14,1,1
18087,12378,100220631202200005,Mohammed Poojari,33.0,1.0,2022-08-09,15,1,4,6.0,0,2,0.1333,0,35.07,0.1711,7,1,0.0,15,1,1
14433,9867,100010129202200001,Mohammed Poojari,,1.0,2022-08-23,16,2,5,14.0,1,2,0.125,1,33.13,0.4225,7,1,0.0,16,1,1
23322,16113,100310707202200013,Mohammed Poojari,17.0,1.0,2022-08-31,17,3,6,8.0,1,3,0.1765,1,31.94,0.2505,7,1,0.0,17,1,1
15997,10983,100010143202200004,Mohammed Poojari,27.0,1.0,2022-09-28,18,4,6,28.0,0,4,0.2222,0,30.53,0.9171,7,1,1.0,18,1,1
19875,13653,100280682202200005,Mohammed Poojari,24.0,1.0,2022-10-03,19,5,7,5.0,1,4,0.2105,1,30.39,0.1645,7,1,0.0,19,1,1
24632,17060,100010140202200007,Mohammed Poojari,29.0,1.0,2022-10-17,20,6,7,14.0,1,5,0.25,1,29.05,0.4819,7,0,0.0,20,1,1
23777,16439,100010153202200007,Mohammed Poojari,23.0,1.0,2022-10-18,21,7,7,1.0,1,6,0.2857,1,28.3,0.0353,8,1,0.0,21,1,1
25787,17841,100090442202200007,Mohammed Poojari,26.0,1.0,2022-11-07,22,7,8,20.0,0,7,0.3182,0,27.0,0.7407,8,1,0.0,22,1,1
24788,17152,100130516202200007,Mohammed Poojari,23.0,1.0,2022-12-05,23,5,9,28.0,0,7,0.3043,0,26.68,1.0494,8,1,1.0,23,1,1
23409,16178,100040291202200009,Mohammed Poojari,,1.0,2022-12-09,24,6,10,4.0,0,7,0.2917,0,26.74,0.1496,8,1,0.5,24,1,1
24020,16602,800010065202200001,Mohammed Poojari,30.0,1.0,2022-12-21,25,7,11,12.0,1,7,0.28,1,25.79,0.4653,8,0,0.0,25,1,1
25949,17942,100010203202200013,Mohammed Poojari,21.0,1.0,2022-12-28,26,7,12,7.0,0,8,0.3077,0,25.24,0.2773,9,1,0.0,26,1,1
40147,28093,100240651202300012,Mohammed Poojari,27.0,1.0,2023-01-26,27,5,13,29.0,0,8,0.2963,0,24.54,1.1818,9,1,0.0,27,0,1
28988,20076,100020217202300003,Mohammed Poojari,26.0,1.0,2023-06-22,28,0,2,147.0,0,8,0.2857,0,24.7,5.9505,9,1,0.0,28,0,1
31372,21750,100080425202300007,Mohammed Poojari,36.0,1.0,2023-07-29,29,1,1,37.0,1,8,0.2759,1,29.07,1.2727,9,1,0.0,29,1,1
31228,21663,100140533202300006,Mohammed Poojari,25.0,1.0,2023-08-19,30,2,2,21.0,0,9,0.3,0,29.34,0.7156,9,1,0.0,30,0,1
37196,25959,100040308202300008,Mohammed Poojari,,1.0,2023-11-19,31,0,3,92.0,1,9,0.2903,1,29.07,3.1651,9,1,0.0,31,1,1
31894,22103,100190600202300007,Mohammed Poojari,,1.0,2023-12-10,32,1,4,21.0,0,10,0.3125,0,31.1,0.6753,9,1,0.0,32,1,1
38914,27181,100170567202300007,Mohammed Poojari,,1.0,2023-12-17,33,2,5,7.0,0,10,0.303,0,30.78,0.2274,9,1,0.0,33,1,1
37375,26080,100240646202300009,Mohammed Poojari,30.0,1.0,2023-12-19,34,3,6,2.0,0,10,0.2941,0,30.06,0.0665,9,1,0.0,34,0,1
42919,29988,100050335202400004,Mohammed Poojari,24.0,1.0,2024-02-12,35,4,5,55.0,1,10,0.2857,1,29.24,1.8813,9,1,0.0,35,0,1
42651,29797,100180590202400003,Mohammed Poojari,,1.0,2024-04-03,36,1,5,51.0,1,11,0.3056,1,29.97,1.7016,9,1,0.0,36,1,1
46300,32440,100280685202400006,Mohammed Poojari,27.0,1.0,2024-04-20,37,2,6,17.0,0,12,0.3243,0,30.56,0.5564,9,1,1.0,37,1,1
43052,30062,100020229202400004,Mohammed Poojari,30.0,1.0,2024-04-28,38,3,7,8.0,0,12,0.3158,0,30.19,0.265,9,1,0.0,38,1,1
51882,36659,100090445202400009,Mohammed Poojari,29.0,,2024-05-21,39,3,7,23.0,0,12,0.3077,0,29.61,0.7769,9,1,0.0,39,0,1
46672,32730,100240651202400008,Mohammed Poojari,17.0,1.0,2024-07-10,40,3,5,50.0,0,12,0.3,0,29.44,1.6986,9,1,0.0,40,0,1
41797,29247,100210624202400002,Mohammed Poojari,,1.0,2024-10-06,41,1,4,88.0,0,12,0.2927,0,29.95,2.9382,9,1,0.0,40,1,1
51993,36744,100220636202400010,Mohammed Poojari,,1.0,2024-10-24,42,1,4,18.0,0,12,0.2857,0,31.37,0.5739,9,1,0.0,41,1,1
48525,34150,100080406202400008,Mohammed Poojari,,1.0,2024-11-19,43,2,3,26.0,0,12,0.2791,0,31.05,0.8374,9,1,0.0,42,1,1
53999,38223,100010117202400017,Mohammed Poojari,,1.0,2024-11-23,44,3,4,4.0,0,12,0.2727,0,30.93,0.1293,9,1,0.0,43,1,1
51373,36306,100120494202400008,Mohammed Poojari,16.0,,2024-11-25,45,4,5,2.0,1,12,0.2667,1,30.32,0.066,9,1,0.0,44,0,1
67709,48404,100010169202500017,Mohammed Poojari,23.0,1.0,2025-01-27,46,3,5,63.0,1,13,0.2826,1,29.69,2.122,9,1,1.0,45,1,1
57830,41034,100190596202500005,Mohammed Poojari,30.0,,2025-02-15,47,4,6,19.0,0,14,0.2979,0,30.41,0.6247,9,1,1.0,46,0,1
63994,45630,100320711202500014,Mohammed Poojari,39.0,1.0,2025-04-19,48,2,6,63.0,0,14,0.2917,0,30.17,2.0882,9,1,0.0,47,0,1
59861,42564,100110479202500006,Mohammed Poojari,25.0,,2025-07-31,49,0,2,103.0,0,14,0.2857,0,30.85,3.3383,9,1,0.0,48,0,1
55465,39353,100050343202500002,Mohammed Poojari,,1.0,2025-09-06,50,1,2,37.0,1,14,0.28,1,32.33,1.1446,9,1,0.0,49,0,1
64633,46110,100080413202500013,Mohammed Poojari,27.0,1.0,2025-10-11,51,2,3,35.0,0,15,0.2941,0,32.42,1.0796,9,1,0.0,50,1,1
57579,40841,400010161202500001,Mohammed Poojari,19.0,1.0,2025-10-31,52,2,3,20.0,0,15,0.2885,0,32.47,0.6159,9,1,0.0,51,0,1
3837,2572,100010073202100007,Mohammed Rao,22.0,,2021-01-19,0,0,0,365.0,1,0,0.0,1,365.0,1.0,0,0,0.0,0,0,1
7054,4777,100100470202100012,Mohammed Rao,30.0,1.0,2021-03-29,1,1,1,69.0,0,1,1.0,0,69.0,1.0,1,0,0.0,1,1,1
5315,3616,100030279202100007,Mohammed Rao,23.0,1.0,2021-04-14,2,2,2,16.0,0,1,0.5,0,69.0,0.2319,2,0,0.0,2,0,1
12277,8281,100010153202100012,Mohammed Rao,40.0,1.0,2021-08-03,3,0,2,111.0,0,1,0.3333,0,42.5,2.6118,3,0,0.0,3,1,1
8220,5519,800010072202100001,Mohammed Rao,19.0,1.0,2021-08-26,4,1,3,23.0,0,1,0.25,0,65.33,0.352,4,0,0.0,4,1,1
7354,4963,100130514202100006,Mohammed Rao,,1.0,2021-09-18,5,2,4,23.0,0,1,0.2,0,54.75,0.4201,5,1,0.0,5,1,1
10867,7314,100180584202100010,Mohammed Rao,24.0,1.0,2021-09-25,6,3,5,7.0,1,1,0.1667,1,48.4,0.1446,5,1,0.0,6,1,1
9687,6495,100010097202100012,Mohammed Rao,25.0,1.0,2021-10-09,7,4,5,14.0,1,2,0.2857,1,41.5,0.3373,5,1,0.0,7,1,1
263,183,100010197202100002,Mohammed Rao,,1.0,2021-10-25,8,5,5,16.0,0,3,0.375,0,37.57,0.4259,5,1,0.0,8,1,1
6287,4300,100010097202100009,Mohammed Rao,25.0,1.0,2021-11-01,9,6,6,7.0,0,3,0.3333,0,34.88,0.2007,5,1,1.0,9,0,1
2566,1768,400070381202100001,Mohammed Rao,18.0,1.0,2021-12-26,10,3,7,55.0,0,3,0.3,0,31.78,1.7308,5,0,0.0,9,1,1
15280,10497,100070399202200004,Mohammed Rao,19.0,1.0,2022-01-04,11,4,8,9.0,0,3,0.2727,0,34.1,0.2639,6,1,0.0,10,1,1
15281,10497,100070399202200004,Mohammed Rao,19.0,1.0,2022-01-04,12,5,9,0.0,0,3,0.25,0,31.82,0.0,6,1,0.0,11,1,1
20230,13903,100070402202200005,Mohammed Rao,,1.0,2022-01-29,13,4,10,25.0,0,3,0.2308,0,29.25,0.8547,6,1,0.0,11,1,1
23195,16045,100170575202200006,Mohammed Rao,,,2022-02-08,14,4,10,10.0,0,3,0.2143,0,28.92,0.3457,6,1,0.0,12,1,1
13434,9165,100050341202200001,Mohammed Rao,20.0,1.0,2022-02-15,15,5,11,7.0,0,3,0.2,0,27.57,0.2539,6,0,0.0,13,0,1
14220,9726,100010173202200001,Mohammed Rao,23.0,,2022-03-25,16,6,9,38.0,0,3,0.1875,0,26.2,1.4504,7,1,0.0,14,1,1
23711,16393,100020214202200010,Mohammed Rao,46.0,1.0,2022-03-28,17,6,10,3.0,0,3,0.1765,0,26.94,0.1114,7,1,0.0,15,1,1
14815,10160,100120511202200004,Mohammed Rao,52.0,1.0,2022-04-13,18,5,10,16.0,0,3,0.1667,0,25.53,0.6267,7,1,1.0,16,1,1
18662,12808,100160556202200007,Mohammed Rao,25.0,1.0,2022-04-28,19,6,10,15.0,0,3,0.1579,0,25.0,0.6,7,1,0.0,17,1,1
25994,17976,800010073202200001,Mohammed Rao,37.0,1.0,2022-05-09,20,6,10,11.0,0,3,0.15,0,24.47,0.4495,7,1,0.0,18,1,1
19024,13080,100050333202200003,Mohammed Rao,,,2022-05-25,21,5,11,16.0,0,3,0.1429,0,23.8,0.6723,7,1,0.0,18,1,1
21033,14469,100280687202200008,Mohammed Rao,,,2022-06-15,22,6,12,21.0,0,3,0.1364,0,23.43,0.8963,7,0,0.0,19,1,1
19193,13173,800040316202200001,Mohammed Rao,28.0,1.0,2022-06-25,23,6,12,10.0,0,3,0.1304,0,23.32,0.4288,8,1,0.0,20,1,1
19866,13647,100210623202200007,Mohammed Rao,36.0,1.0,2022-07-22,24,5,11,27.0,1,3,0.125,1,22.74,1.1874,8,1,0.0,21,1,1
21020,14458,100090434202200005,Mohammed Rao,15.0,1.0,2022-07-22,25,6,12,0.0,0,4,0.16,0,22.92,0.0,8,0,0.0,22,1,1
20534,14119,100250663202200009,Mohammed Rao,23.0,1.0,2022-07-25,26,7,13,3.0,1,4,0.1538,1,22.04,0.1361,9,1,0.0,23,0,1
18073,12369,100240652202200006,Mohammed Rao,34.0,1.0,2022-09-10,27,5,11,47.0,0,5,0.1852,0,21.31,2.2058,9,1,0.0,24,0,1
22266,15374,100020219202200005,Mohammed Rao,22.0,,2022-10-26,28,1,8,46.0,0,5,0.1786,0,22.26,2.0666,9,1,0.0,25,0,1
26025,17987,100030252202200013,Mohammed Rao,31.0,1.0,2022-12-27,29,1,5,62.0,0,5,0.1724,0,23.11,2.6832,9,1,0.0,26,0,1
27351,18947,100190601202300003,Mohammed Rao,29.0,1.0,2023-02-01,30,1,3,36.0,0,5,0.1667,0,24.45,1.4725,9,1,0.0,27,1,1
34553,24008,100180579202300012,Mohammed Rao,,1.0,2023-02-06,31,2,4,5.0,0,5,0.1613,0,24.83,0.2013,9,0,0.0,28,1,1
29536,20463,100220631202300007,Mohammed Rao,21.0,1.0,2023-02-15,32,3,5,9.0,0,5,0.1562,0,24.19,0.372,10,1,0.0,29,0,1
29616,20512,100070403202300005,Mohammed Rao,20.0,1.0,2023-04-04,33,3,5,48.0,0,5,0.1515,0,23.72,2.0237,10,1,0.0,30,1,1
38683,27008,100130515202300012,Mohammed Rao,26.0,1.0,2023-04-04,34,4,6,0.0,0,5,0.1471,0,24.45,0.0,10,1,0.0,31,1,1
26671,18454,100240653202300001,Mohammed Rao,,1.0,2023-04-12,35,5,7,8.0,1,5,0.1429,1,23.76,0.3366,10,1,0.0,32,1,1
37552,26225,100200614202300009,Mohammed Rao,27.0,,2023-04-16,36,6,8,4.0,0,6,0.1667,0,23.31,0.1716,10,1,0.0,33,1,1
33910,23591,100010205202300006,Mohammed Rao,38.0,1.0,2023-04-18,37,7,9,2.0,0,6,0.1622,0,22.78,0.0878,10,1,1.0,34,0,1
37216,25974,100070403202300012,Mohammed Rao,29.0,1.0,2023-05-26,38,5,9,38.0,0,6,0.1579,0,22.22,1.7105,10,1,0.0,35,1,1
36408,25375,400070401202300002,Mohammed Rao,20.0,1.0,2023-06-02,39,6,10,7.0,0,6,0.1538,0,22.63,0.3093,10,1,0.0,35,1,1
36315,25314,100010144202300009,Mohammed Rao,,1.0,2023-06-13,40,7,11,11.0,1,6,0.15,1,22.23,0.4948,10,1,1.0,36,1,1
34081,23702,100160560202300007,Mohammed Rao,23.0,1.0,2023-07-02,41,8,11,19.0,0,7,0.1707,0,21.95,0.8656,10,1,0.0,37,1,1
38344,26757,100020223202300009,Mohammed Rao,,1.0,2023-07-12,42,6,12,10.0,0,7,0.1667,0,21.88,0.4571,10,1,0.0,38,1,1
29738,20598,400070398202300001,Mohammed Rao,20.0,1.0,2023-07-20,43,5,13,8.0,0,7,0.1628,0,21.6,0.3705,10,1,0.0,39,0,1
33342,23168,100130512202300006,Mohammed Rao,,1.0,2023-09-02,44,4,11,44.0,0,7,0.1591,0,21.28,2.0678,10,1,0.0,40,0,1
29615,20510,100070385202300006,Mohammed Rao,20.0,1.0,2023-10-19,45,1,7,47.0,1,7,0.1556,1,21.8,2.1564,10,1,0.0,41,1,1
36768,25627,100270677202300012,Mohammed Rao,20.0,,2023-11-04,46,2,8,16.0,0,8,0.1739,0,22.36,0.7157,10,1,0.0,42,0,1
27435,19006,100070381202300002,Mohammed Rao,20.0,1.0,2023-12-15,47,2,6,41.0,0,8,0.1702,0,22.22,1.8454,10,1,0.0,43,0,1
45616,31927,100030263202400005,Mohammed Rao,29.0,1.0,2024-02-02,48,2,4,49.0,0,8,0.1667,0,22.62,2.1665,10,1,0.0,43,1,1
49330,34779,100340725202400012,Mohammed Rao,26.0,1.0,2024-02-03,49,2,5,1.0,0,8,0.1633,0,23.17,0.0432,10,1,0.0,44,1,1
41213,28849,100020233202400002,Mohammed Rao,24.0,1.0,2024-02-16,50,3,6,13.0,0,8,0.16,0,22.71,0.5723,10,1,0.0,45,1,1
44275,30902,100080409202400006,Mohammed Rao,41.0,,2024-02-22,51,4,7,6.0,1,8,0.1569,1,22.52,0.2664,10,1,0.0,46,1,1
52250,36929,100090428202400013,Mohammed Rao,,1.0,2024-03-02,52,5,7,9.0,0,9,0.1731,0,22.2,0.4055,10,1,0.0,47,1,1
51538,36437,100330721202400015,Mohammed Rao,54.0,1.0,2024-03-07,53,6,8,5.0,0,9,0.1698,0,21.94,0.2279,10,1,0.0,48,0,1
42063,29414,100020222202400003,Mohammed Rao,34.0,1.0,2024-04-22,54,6,8,46.0,0,9,0.1667,0,21.62,2.1274,10,1,0.0,49,1,1
42090,29427,100010144202400004,Mohammed Rao,26.0,1.0,2024-05-04,55,5,8,12.0,0,9,0.1636,0,22.07,0.5436,10,1,0.0,50,0,1
51407,36338,100110485202400007,Mohammed Rao,15.0,1.0,2024-06-08,56,2,9,35.0,0,9,0.1607,0,21.89,1.5988,10,1,0.0,50,1,1
52178,36878,100120496202400014,Mohammed Rao,28.0,1.0,2024-06-19,57,3,9,11.0,0,9,0.1579,0,22.12,0.4972,10,1,0.0,51,1,1
52148,36857,100010087202400006,Mohammed Rao,,1.0,2024-06-20,58,4,10,1.0,0,9,0.1552,0,21.93,0.0456,10,1,0.0,52,0,1
50210,35452,100070381202400013,Mohammed Rao,,1.0,2024-07-21,59,5,11,31.0,0,9,0.1525,0,21.57,1.4373,10,1,0.0,53,1,1
43363,30281,100010048202400002,Mohammed Rao,,,2024-07-22,60,5,12,1.0,0,9,0.15,0,21.73,0.046,10,1,0.0,53,1,1
48424,34067,100050329202400004,Mohammed Rao,26.0,1.0,2024-08-17,61,5,10,26.0,0,9,0.1475,0,21.38,1.2159,10,1,0.0,54,0,1
46950,32931,100050351202400007,Mohammed Rao,26.0,1.0,2024-10-04,62,3,8,48.0,0,9,0.1452,0,21.46,2.2368,10,1,0.0,55,1,1
41419,28992,100010126202400002,Mohammed Rao,34.0,1.0,2024-10-14,63,4,9,10.0,0,9,0.1429,0,21.89,0.4569,10,1,0.0,56,1,1
50007,35301,100250660202400009,Mohammed Rao,,1.0,2024-11-09,64,3,8,26.0,1,9,0.1406,1,21.7,1.1982,10,1,0.0,57,1,1
49099,34609,100230639202400007,Mohammed Rao,37.0,1.0,2024-11-11,65,4,9,2.0,0,10,0.1538,0,21.77,0.0919,10,1,0.0,58,0,1
58994,41913,100250661202500003,Mohammed Rao,35.0,1.0,2025-01-20,66,2,5,70.0,1,10,0.1515,1,21.46,3.2616,10,1,0.0,59,1,1
56727,40284,100040295202500004,Mohammed Rao,,1.0,2025-01-23,67,3,6,3.0,0,11,0.1642,0,22.2,0.1352,10,1,0.0,60,1,1
57303,40650,100320717202500006,Mohammed Rao,25.0,,2025-01-25,68,4,7,2.0,0,11,0.1618,0,21.91,0.0913,10,1,0.0,61,0,1
62268,44395,100180580202500008,Mohammed Rao,,1.0,2025-03-13,69,3,7,47.0,0,11,0.1594,0,21.62,2.1741,10,1,0.0,62,1,1
55566,39428,100040286202500001,Mohammed Rao,34.0,1.0,2025-04-05,70,4,7,23.0,0,11,0.1571,0,21.99,1.0461,10,1,0.0,63,1,1
69651,49862,100010121202500023,Mohammed Rao,23.0,1.0,2025-04-17,71,5,7,12.0,0,11,0.1549,0,22.0,0.5455,10,1,0.0,64,1,1
69010,49368,100020248202500019,Mohammed Rao,26.0,1.0,2025-04-29,72,3,8,12.0,0,11,0.1528,0,21.86,0.549,10,1,0.0,65,1,1
59935,42611,100050324202500005,Mohammed Rao,21.0,1.0,2025-04-30,73,4,9,1.0,0,11,0.1507,0,21.72,0.046,10,1,0.0,66,1,1
62735,44734,100030263202500007,Mohammed Rao,24.0,1.0,2025-05-14,74,5,8,14.0,0,11,0.1486,0,21.44,0.653,10,1,0.0,67,1,1
69537,49772,100240654202500012,Mohammed Rao,33.0,1.0,2025-05-23,75,6,9,9.0,1,11,0.1467,1,21.34,0.4218,10,1,0.0,67,1,1
64973,46354,100010064202500009,Mohammed Rao,37.0,1.0,2025-06-02,76,7,10,10.0,0,12,0.1579,0,21.17,0.4723,10,1,0.0,68,0,1
59687,42429,800280686202500001,Mohammed Rao,26.0,1.0,2025-07-16,77,6,11,44.0,0,12,0.1558,0,21.03,2.0926,10,1,0.0,69,1,1
55233,39178,100180586202500001,Mohammed Rao,20.0,1.0,2025-07-20,78,6,11,4.0,1,12,0.1538,1,21.32,0.1876,10,1,0.0,70,1,1
61378,43691,100050341202500009,Mohammed Rao,,1.0,2025-08-01,79,5,10,12.0,1,13,0.1646,1,21.1,0.5687,10,0,0.0,71,0,1
64052,45677,100110482202500015,Mohammed Rao,,1.0,2025-09-21,80,3,10,51.0,0,14,0.175,0,20.99,2.43,11,1,0.0,71,1,1
58586,41614,100040286202500005,Mohammed Rao,,1.0,2025-09-27,81,4,11,6.0,0,14,0.1728,0,21.36,0.2809,11,1,0.0,72,1,1
56299,39970,100030269202500002,Mohammed Rao,18.0,1.0,2025-10-19,82,3,10,22.0,0,14,0.1707,0,21.17,1.0391,11,1,0.0,72,1,1
61128,43507,100010062202500006,Mohammed Rao,20.0,1.0,2025-11-05,83,3,9,17.0,0,14,0.1687,0,21.18,0.8025,11,1,0.0,73,0,1
66672,47620,800020235202500001,Mohammed Rao,,1.0,2025-12-13,84,4,7,38.0,0,14,0.1667,0,21.13,1.7982,11,1,0.0,74,-1,0
6740,4555,400130512202100001,Mohammed Reddy,28.0,1.0,2021-01-08,0,0,0,365.0,0,0,0.0,0,365.0,1.0,0,0,0.0,0,1,1
7317,4936,100030281202100006,Mohammed Reddy,25.0,1.0,2021-01-24,1,1,1,16.0,0,0,0.0,0,16.0,1.0,1,0,0.0,1,0,1
9763,6556,100080408202100008,Mohammed Reddy,23.0,1.0,2021-03-26,2,2,2,61.0,1,0,0.0,1,16.0,3.8125,2,1,0.0,2,0,1
5292,3599,100010105202100007,Mohammed Reddy,36.0,1.0,2021-04-28,3,1,3,33.0,1,1,0.3333,1,38.5,0.8571,2,0,0.0,3,1,1
11305,7647,100020238202100008,Mohammed Reddy,23.0,1.0,2021-05-05,4,2,4,7.0,1,2,0.5,0,36.67,0.1909,3,1,0.0,4,1,1
3918,2606,100050345202100001,Mohammed Reddy,32.0,1.0,2021-05-30,5,3,5,25.0,0,3,0.6,0,29.25,0.8547,3,0,0.0,5,0,1
10595,7122,100160558202100007,Mohammed Reddy,,1.0,2021-07-30,6,2,4,61.0,0,3,0.5,0,28.4,2.1479,4,1,0.0,6,1,1
11422,7721,100160565202100010,Mohammed Reddy,,1.0,2021-08-13,7,2,5,14.0,1,3,0.4286,1,33.83,0.4138,4,1,0.0,7,0,1
2539,1755,100140531202100002,Mohammed Reddy,32.0,1.0,2021-09-25,8,2,5,43.0,0,4,0.5,0,31.0,1.3871,4,1,0.0,8,1,1
3455,2321,100010195202100006,Mohammed Reddy,24.0,1.0,2021-09-25,9,3,6,0.0,0,4,0.4444,0,32.5,0.0,4,1,0.0,9,1,1
3457,2321,100010195202100006,Mohammed Reddy,24.0,1.0,2021-09-25,10,4,7,0.0,0,4,0.4,0,29.0,0.0,4,1,1.0,10,1,1
3757,2517,100180586202100005,Mohammed Reddy,50.0,1.0,2021-10-03,11,5,8,8.0,0,4,0.3636,0,26.2,0.3053,4,0,0.0,10,1,1
4537,3048,100010046202100005,Mohammed Reddy,,1.0,2021-10-24,12,6,9,21.0,0,4,0.3333,0,24.55,0.8556,5,1,0.0,11,1,1
7193,4870,100140533202100004,Mohammed Reddy,15.0,1.0,2021-10-26,13,7,9,2.0,0,4,0.3077,0,24.25,0.0825,5,0,0.0,12,1,1
11350,7670,100030273202100015,Mohammed Reddy,20.0,1.0,2021-10-31,14,7,10,5.0,0,4,0.2857,0,22.54,0.2218,6,1,0.0,13,1,1
9702,6507,100010046202100016,Mohammed Reddy,24.0,1.0,2021-11-10,15,8,10,10.0,0,4,0.2667,0,21.29,0.4698,6,1,0.0,14,1,1
3482,2342,400010074202100001,Mohammed Reddy,24.0,1.0,2021-11-21,16,8,11,11.0,0,4,0.25,0,20.53,0.5357,6,1,0.0,14,1,1
5728,3926,100020238202100005,Mohammed Reddy,29.0,,2021-11-30,17,9,11,9.0,0,4,0.2353,0,19.94,0.4514,6,0,0.0,15,0,1
15528,10667,100340726202200007,Mohammed Reddy,33.0,1.0,2022-01-18,18,6,12,49.0,0,4,0.2222,0,19.29,2.5396,7,1,0.0,15,0,1
15328,10527,100110477202200003,Mohammed Reddy,,1.0,2022-02-26,19,2,11,39.0,0,4,0.2105,0,20.94,1.8621,7,1,0.0,16,1,1
25111,17376,100140540202200014,Mohammed Reddy,25.0,1.0,2022-02-27,20,3,12,1.0,0,4,0.2,0,21.89,0.0457,7,1,0.0,17,0,1
18267,12516,100040287202200005,Mohammed Reddy,30.0,,2022-04-01,21,3,10,33.0,1,4,0.1905,1,20.85,1.5827,7,1,0.0,18,1,1
15667,10756,100220627202200004,Mohammed Reddy,24.0,1.0,2022-04-10,22,4,10,9.0,0,5,0.2273,0,21.43,0.42,7,1,0.0,19,1,1
25717,17805,100010085202200010,Mohammed Reddy,,1.0,2022-04-27,23,4,9,17.0,0,5,0.2174,0,20.86,0.8148,7,0,0.0,20,0,1
22119,15252,400230639202200004,Mohammed Reddy,,1.0,2022-06-24,24,3,6,58.0,0,5,0.2083,0,20.7,2.8025,8,1,1.0,21,0,1
16595,11363,100080409202200002,Mohammed Reddy,33.0,1.0,2022-08-16,25,1,6,53.0,0,5,0.2,0,22.25,2.382,8,1,0.0,22,1,1
26286,18193,100010144202200012,Mohammed Reddy,27.0,1.0,2022-08-23,26,2,7,7.0,0,5,0.1923,0,23.48,0.2981,8,1,0.0,23,1,1
14520,9934,100330722202200003,Mohammed Reddy,20.0,1.0,2022-08-27,27,3,6,4.0,1,5,0.1852,1,22.85,0.1751,8,0,0.0,24,1,1
17985,12308,100130518202200004,Mohammed Reddy,33.0,1.0,2022-09-13,28,4,7,17.0,1,6,0.2143,1,22.15,0.7676,9,1,0.0,25,1,1
16587,11359,100020235202200004,Mohammed Reddy,27.0,1.0,2022-10-13,29,4,6,30.0,0,7,0.2414,0,21.96,1.3659,9,0,0.0,26,0,1
22480,15529,100120501202200013,Mohammed Reddy,44.0,1.0,2022-11-21,30,4,6,39.0,0,7,0.2333,0,22.24,1.7535,10,1,0.0,27,0,1
36331,25327,100260668202300008,Mohammed Reddy,,1.0,2023-01-30,31,1,6,70.0,0,7,0.2258,0,22.8,3.0702,10,1,0.0,28,0,1
